0.0000	0.0906	0.0000	0.0000
0.0010	0.0913	0.0000	0.0000
0.0020	0.0921	0.0000	0.0000
0.0030	0.0929	0.0000	0.0000
0.0040	0.0937	0.0000	0.0000
0.0050	0.0945	0.0000	0.0000
0.0060	0.0953	0.0000	0.0000
0.0070	0.0961	0.0000	0.0000
0.0080	0.0969	0.0000	0.0000
0.0090	0.0976	0.0000	0.0000
0.0100	0.0984	0.0000	0.0000
0.0110	0.0992	0.0000	0.0000
0.0120	0.1000	0.0000	0.0000
0.0130	0.1008	0.0000	0.0000
0.0140	0.1016	0.0000	0.0000
0.0150	0.1024	0.0000	0.0000
0.0160	0.1031	0.0000	0.0000
0.0170	0.1039	0.0000	0.0000
0.0180	0.1047	0.0000	0.0000
0.0190	0.1055	0.0000	0.0000
0.0200	0.1063	0.0000	0.0000
0.0210	0.1071	0.0000	0.0000
0.0220	0.1079	0.0000	0.0000
0.0230	0.1086	0.0000	0.0000
0.0240	0.1094	0.0000	0.0000
0.0250	0.1102	0.0000	0.0000
0.0260	0.1110	0.0000	0.0000
0.0270	0.1118	0.0000	0.0000
0.0280	0.1125	0.0000	0.0000
0.0290	0.1133	0.0000	0.0000
0.0300	0.1141	0.0000	0.0000
0.0310	0.1149	0.0000	0.0000
0.0320	0.1157	0.0000	0.0000
0.0330	0.1165	0.0000	0.0000
0.0340	0.1172	0.0000	0.0000
0.0350	0.1180	0.0000	0.0000
0.0360	0.1188	0.0000	0.0000
0.0370	0.1196	0.0000	0.0000
0.0380	0.1204	0.0000	0.0000
0.0390	0.1211	0.0000	0.0000
0.0400	0.1219	0.0000	0.0000
0.0410	0.1227	0.0000	0.0000
0.0420	0.1235	0.0000	0.0000
0.0430	0.1243	0.0000	0.0000
0.0440	0.1250	0.0000	0.0000
0.0450	0.1258	0.0000	0.0000
0.0460	0.1266	0.0000	0.0000
0.0470	0.1274	0.0000	0.0000
0.0480	0.1281	0.0000	0.0000
0.0490	0.1289	0.0000	0.0000
0.0501	0.1297	0.0000	0.0000
0.0511	0.1305	0.0000	0.0000
0.0521	0.1313	0.0000	0.0000
0.0531	0.1320	0.0000	0.0000
0.0541	0.1328	0.0000	0.0000
0.0551	0.1336	0.0000	0.0000
0.0561	0.1344	0.0000	0.0000
0.0571	0.1351	0.0000	0.0000
0.0581	0.1359	0.0000	0.0000
0.0591	0.1367	0.0000	0.0000
0.0601	0.1375	0.0000	0.0000
0.0611	0.1382	0.0000	0.0000
0.0621	0.1390	0.0000	0.0000
0.0631	0.1398	0.0000	0.0000
0.0641	0.1406	0.0000	0.0000
0.0651	0.1413	0.0000	0.0000
0.0661	0.1421	0.0000	0.0000
0.0671	0.1429	0.0000	0.0000
0.0681	0.1437	0.0000	0.0000
