0.0000	0.0615	0.0000	0.0000
0.0010	0.0622	0.0000	0.0000
0.0020	0.0630	0.0000	0.0000
0.0030	0.0637	0.0000	0.0000
0.0040	0.0645	0.0000	0.0000
0.0050	0.0653	0.0000	0.0000
0.0060	0.0660	0.0000	0.0000
0.0070	0.0668	0.0000	0.0000
0.0080	0.0675	0.0000	0.0000
0.0090	0.0683	0.0000	0.0000
0.0100	0.0691	0.0000	0.0000
0.0110	0.0698	0.0000	0.0000
0.0120	0.0706	0.0000	0.0000
0.0130	0.0713	0.0000	0.0000
0.0140	0.0721	0.0000	0.0000
0.0150	0.0728	0.0000	0.0000
0.0160	0.0736	0.0000	0.0000
0.0170	0.0744	0.0000	0.0000
0.0180	0.0751	0.0000	0.0000
0.0190	0.0759	0.0000	0.0000
0.0200	0.0766	0.0000	0.0000
0.0210	0.0774	0.0000	0.0000
0.0220	0.0781	0.0000	0.0000
0.0230	0.0789	0.0000	0.0000
0.0240	0.0797	0.0000	0.0000
0.0250	0.0804	0.0000	0.0000
0.0260	0.0812	0.0000	0.0000
0.0270	0.0819	0.0000	0.0000
0.0280	0.0827	0.0000	0.0000
0.0290	0.0834	0.0000	0.0000
0.0300	0.0842	0.0000	0.0000
0.0310	0.0850	0.0000	0.0000
0.0320	0.0857	0.0000	0.0000
0.0330	0.0865	0.0000	0.0000
0.0340	0.0872	0.0000	0.0000
0.0350	0.0880	0.0000	0.0000
0.0360	0.0887	0.0000	0.0000
0.0370	0.0895	0.0000	0.0000
0.0380	0.0902	0.0000	0.0000
0.0390	0.0910	0.0000	0.0000
0.0400	0.0918	0.0000	0.0000
0.0410	0.0925	0.0000	0.0000
0.0420	0.0933	0.0000	0.0000
0.0430	0.0940	0.0000	0.0000
0.0440	0.0948	0.0000	0.0000
0.0450	0.0955	0.0000	0.0000
0.0460	0.0963	0.0000	0.0000
0.0470	0.0971	0.0000	0.0000
0.0480	0.0978	0.0000	0.0000
0.0490	0.0986	0.0000	0.0000
0.0501	0.0993	0.0000	0.0000
0.0511	0.1001	0.0000	0.0000
0.0521	0.1008	0.0000	0.0000
0.0531	0.1016	0.0000	0.0000
0.0541	0.1024	0.0000	0.0000
0.0551	0.1031	0.0000	0.0000
0.0561	0.1039	0.0000	0.0000
0.0571	0.1046	0.0000	0.0000
0.0581	0.1054	0.0000	0.0000
0.0591	0.1061	0.0000	0.0000
0.0601	0.1069	0.0000	0.0000
0.0611	0.1077	0.0000	0.0000
0.0621	0.1084	0.0000	0.0000
0.0631	0.1092	0.0000	0.0000
0.0641	0.1099	0.0000	0.0000
0.0651	0.1107	0.0000	0.0000
0.0661	0.1114	0.0000	0.0000
0.0671	0.1122	0.0000	0.0000
0.0681	0.1130	0.0000	0.0000
0.0691	0.1137	0.0000	0.0000
0.0701	0.1145	0.0000	0.0000
0.0711	0.1152	0.0000	0.0000
0.0721	0.1160	0.0000	0.0000
0.0731	0.1168	0.0000	0.0000
0.0741	0.1175	0.0000	0.0000
0.0751	0.1183	0.0000	0.0000
0.0761	0.1190	0.0000	0.0000
0.0771	0.1198	0.0000	0.0000
0.0781	0.1206	0.0000	0.0000
0.0791	0.1213	0.0000	0.0000
0.0801	0.1221	0.0000	0.0000
0.0811	0.1228	0.0000	0.0000
0.0821	0.1236	0.0000	0.0000
0.0831	0.1244	0.0000	0.0000
0.0841	0.1251	0.0000	0.0000
0.0851	0.1259	0.0000	0.0000
0.0861	0.1266	0.0000	0.0000
0.0871	0.1274	0.0000	0.0000
0.0881	0.1282	0.0000	0.0000
0.0891	0.1289	0.0000	0.0000
0.0901	0.1297	0.0000	0.0000
0.0911	0.1304	0.0000	0.0000
0.0921	0.1312	0.0000	0.0000
0.0931	0.1320	0.0000	0.0000
